Unnamed: 0,Index, NERC Region,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected ,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Affected State,Region
1656,1337,NPCC,Western Massachusetts,Physical Attack; Vandalism,Unknown,Unknown,2013-03-27 00:00:00,10:25:00,2013-03-27 00:00:00,12:19:00,Massachusetts,Northeast
1657,1338,RFC,"Wilmington, Delaware",Vandalism,Unknown,Unknown,2013-03-28 00:00:00,13:01:00,2013-03-28 00:00:00,13:02:00,Delaware,Northeast
1658,1339,RFC,Maryland,Suspected Physical Attack,Unknown,Unknown,2013-03-29 00:00:00,10:16:00,2013-03-29 00:00:00,10:17:00,Maryland,Northeast
1659,1340,NPCC,Connecticut,Vandalism - Copper Wire Theft,Unknown,Unknown,2013-04-01 00:00:00,08:40:00,2013-04-01 00:00:00,08:41:00,Connecticut,Northeast
1660,1341,WECC,"Colorado Springs, Colorado",Sabotage; Vandalism,0,0,2013-04-03 00:00:00,11:05:00,2013-04-03 00:00:00,14:00:00,Colorado,West
1661,1342,RFC,"Delaware City, Delaware",Vandalism,,,2013-04-09 00:00:00,11:30:00,2013-04-09 00:00:00,11:31:00,Delaware,Northeast
1662,1343,WECC,California,"Loss of Part of a High Voltage Substation, Physical Attack",,0,2013-04-16 00:00:00,01:47:00,2013-04-18 00:00:00,15:25:00,California,West
1663,1344,SERC,"Colbert Steam Plant in Cherokee, Alabama",Suspected Physical Attack,Unknown,Unknown,2013-04-17 00:00:00,15:36:00,2013-04-17 00:00:00,16:53:00,Alabama,Southeast
1664,1345,RFC,"Southeast Michigan, Michigan",Severe Weather - Storms and Wind,Unknown,99188,2013-04-18 00:00:00,15:00:00,2013-04-21 00:00:00,03:30:00,Michigan,Midwest
1665,1346,SERC,East Tennessee,Suspected Physical Attack,,,2013-04-21 00:00:00,02:11:00,2013-04-21 00:00:00,12:30:00,Tennessee,Southeast
1666,1347,RFC,"Newark, Delaware",Vandalism,Unknown,Unknown,2013-04-23 00:00:00,11:00:00,2013-04-23 00:00:00,11:01:00,Delaware,Northeast
1667,1348,WECC,"South of Humboldt, California",Electrical System Separation (Islanding),80,1,2013-04-23 00:00:00,00:49:00,2013-04-23 00:00:00,04:04:00,California,West
1668,1349,WECC,"Sunol, California",Vandalism,0,0,2013-04-25 00:00:00,16:00:00,2013-04-26 00:00:00,10:55:00,California,West
1669,1350,WECC,Northeast Colorado ,Electrical System Separation (Islanding),123,35230,2013-05-01 00:00:00,09:22:00,2013-05-01 00:00:00,09:24:00,Colorado,West
1671,1352,WECC,"Alberta, Canada; Washington State",Electrical System Separation (Islanding),Unknown,Unknown,2013-05-09 00:00:00,13:21:00,2013-05-09 00:00:00,16:21:00,Washington,West
1672,1353,WECC,Central California,Fuel Supply Emergency - Hydro,176,Unknown,2013-05-13 00:00:00,12:52:00,,,California,West
1673,1354,WECC,"Portland, Oregon",Vandalism/Theft,,,2013-05-14 00:00:00,00:01:00,2013-05-14 00:00:00,13:59:00,Oregon,West
1674,1355,NPCC,New Hampshire,Vandalism,,,2013-05-14 00:00:00,10:25:00,2013-05-14 00:00:00,11:42:00,New Hampshire,Northeast
1675,1356,RFC,"Wilmington, Delaware",Vandalism,Unknown,Unknown,2013-05-15 00:00:00,14:11:00,2013-05-15 00:00:00,14:12:00,Delaware,Northeast
1676,1357,RFC,"Newcastle, Delaware",Vandalism,Unknown,Unknown,2013-05-17 00:00:00,08:35:00,2013-05-17 00:00:00,08:36:00,Delaware,Northeast
1677,1358,SPP,"Moore, Oklahoma",Severe Weather - Tornados,Unknown,41306,2013-05-20 00:00:00,15:00:00,2013-05-22 00:00:00,17:00:00,Oklahoma,South
1678,1359,SERC,Gonzales Area Louisiana,Generator Trip; Load Shed 100+ MW,103,21800,2013-05-20 00:00:00,17:22:00,2013-05-20 00:00:00,21:09:00,Louisiana,South
1679,1360,,System wide Puerto Rico,System Wide Voltage Reduction,280,197287,2013-05-22 00:00:00,10:51:00,2013-05-22 00:00:00,10:57:00,Puerto Rico,Other
1680,1361,NPCC,Maine,Vandalism/Theft,None,None,2013-05-28 00:00:00,13:00:00,2013-05-28 00:00:00,18:00:00,Maine,Northeast
1681,1362,SERC,"Henrico County, Virginia",Physical Attack,Unknown,Unknown,2013-05-29 00:00:00,00:00:00,2013-05-29 00:00:00,00:02:00,Virginia,Southeast
1682,1363,NPCC,Central and Eastern New York,Severe Weather - Thunderstorms,Unknown,61795,2013-05-29 00:00:00,20:58:00,2013-05-31 00:00:00,14:53:00,New York,Northeast
1683,1364,RFC,"Wilmington, Delaware",Vandalism/Theft,,,2013-05-29 00:00:00,09:52:00,2013-05-29 00:00:00,09:53:00,Delaware,Northeast
1684,1365,NPCC,"Saranac, New York",Vandalism,,,2013-05-30 00:00:00,10:15:00,2013-05-30 00:00:00,10:16:00,New York,Northeast
1685,1366,SPP,"Maumelle, Arkansas",Severe Weather - Lightning,,,2013-05-31 00:00:00,01:00:00,2013-05-31 00:00:00,01:30:00,Arkansas,South
1686,1367,SPP,"El Reno, S. Oklahoma City, Oklahoma",Severe Weather - Tornados,Unknown,127000,2013-05-31 00:00:00,18:00:00,2013-06-04 00:00:00,10:30:00,Oklahoma,South
1687,1368,MRO,"Southeast Kansas, Northeast Oklahoma",Transmission System Interruption,102,6300,2013-05-31 00:00:00,19:07:00,2013-06-01 00:00:00,14:15:00,Kansas,Midwest
1688,1368,MRO,"Southeast Kansas, Northeast Oklahoma",Transmission System Interruption,102,6300,2013-05-31 00:00:00,19:07:00,2013-06-01 00:00:00,14:15:00,Oklahoma,South
1689,1369,SERC,St. Louis Metro Area Missouri,Severe Weather - Thunderstorms,Unknown,100000,2013-05-31 00:00:00,19:30:00,2013-06-01 00:00:00,20:00:00,Missouri,Midwest
1692,1372,RFC,District of Columbia; Maryland,Loss of 300+ MW Load; Severe Weather - Thunderstorms,700,40000,2013-06-13 00:00:00,15:30:00,2013-06-13 00:00:00,16:00:00,Maryland,Northeast
1693,1373,SERC,"Richmond Metro area, Virginia",Severe Weather - Thunderstorms,900,283000,2013-06-13 00:00:00,16:08:00,2013-06-14 00:00:00,17:16:00,Virginia,Southeast
1694,1374,SERC,Western Piedmont North Carolina,Severe Weather - Thunderstorms,1000,175000,2013-06-13 00:00:00,13:17:00,2013-06-14 00:00:00,17:35:00,North Carolina,Southeast
1695,1375,SERC,Central and Eastern North Carolina,Severe Weather - Thunderstorms,Unknown,53000,2013-06-13 00:00:00,17:45:00,2013-06-14 00:00:00,18:30:00,North Carolina,Southeast
1696,1376,RFC; SERC,Ohio; Virginia; West Virginia,Severe Weather - Thunderstorms,Unknown,90247,2013-06-13 00:00:00,15:20:00,2013-06-14 00:00:00,21:10:00,Ohio,Midwest
1697,1376,RFC; SERC,Ohio; Virginia; West Virginia,Severe Weather - Thunderstorms,Unknown,90247,2013-06-13 00:00:00,15:20:00,2013-06-14 00:00:00,21:10:00,Virginia,Southeast
1698,1376,RFC; SERC,Ohio; Virginia; West Virginia,Severe Weather - Thunderstorms,Unknown,90247,2013-06-13 00:00:00,15:20:00,2013-06-14 00:00:00,21:10:00,West Virginia,Southeast
1699,1377,FRCC,Hillsborough County Florida,Load Shed of 100+ MW Under Emergency Operational Policy,180,37,2013-06-17 00:00:00,16:17:00,2013-06-17 00:00:00,18:49:00,Florida,Southeast
