Unnamed: 0,Index, NERC Region,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected ,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Affected State,Region
2172,1761,WECC,California,Severe Weather,Unknown,Unknown,2015-06-30 00:00:00,14:00:00,2015-06-30 00:00:00,21:00:00,California,West
2173,1762,WECC,California,Severe Weather,Unknown,Unknown,2015-06-30 00:00:00,10:50:00,2015-07-01 00:00:00,21:00:00,California,West
2174,1763,WECC,"Butte County, California",Suspicious Activity ,0,0,2015-07-03 00:00:00,08:30:00,2015-07-03 00:00:00,14:30:00,California,West
2175,1764,TRE,Texas,System Operations,350,30000,2015-07-03 00:00:00,17:17:00,2015-07-03 00:00:00,23:30:00,Texas,South
2176,1765,RFC,"Ohio, Kentucky",Severe Weather,480,68339,2015-07-13 00:00:00,14:14:00,2015-07-16 00:00:00,06:00:00,Kentucky,Southeast
2177,1765,RFC,"Ohio, Kentucky",Severe Weather,480,68339,2015-07-13 00:00:00,14:14:00,2015-07-16 00:00:00,06:00:00,Ohio,Midwest
2178,1766,RFC,Virginia,Severe Weather,Unknown,52739,2015-07-13 00:00:00,19:40:00,2015-07-15 00:00:00,12:15:00,Virginia,Southeast
2179,1767,SPP,Arkansas,Severe Weather,Unknown,Unknown,2015-07-14 00:00:00,15:29:00,2015-07-15 00:00:00,11:55:00,Arkansas,South
2180,1768,SERC,Alabama,Severe Weather,366,111644,2015-07-14 00:00:00,20:00:00,2015-07-15 00:00:00,09:23:00,Alabama,Southeast
2181,1769,WECC,California,System Operations,360,0,2015-07-15 00:00:00,02:00:00,2015-07-15 00:00:00,02:55:00,California,West
2182,1770,SPP,Texas,System Operations,117,17311,2015-07-16 00:00:00,16:45:00,2015-07-16 00:00:00,17:48:00,Texas,South
2183,1771,MRO,"Henepin and Ramsey County, Minnesota",Severe Weather,250,250000,2015-07-18 00:00:00,02:00:00,2015-07-19 00:00:00,07:00:00,Minnesota,Midwest
2184,1772,WECC,California,System Operations,30,70,2015-07-18 00:00:00,18:26:00,2015-07-18 00:00:00,21:03:00,California,West
2185,1773,WECC,California,Severe Weather,160,78164,2015-07-18 00:00:00,19:59:00,2015-07-18 00:00:00,22:45:00,California,West
2186,1774,WECC,Washington,System Operations,200,Unknown,2015-07-21 00:00:00,12:47:00,2015-07-21 00:00:00,13:12:00,Washington,West
2187,1775,WECC,California,System Operations,Unknown,484,2015-07-27 00:00:00,03:52:00,2015-07-27 00:00:00,04:36:00,California,West
2188,1776,,Puerto Rico,System Operations,150,Unknown,2015-07-28 00:00:00,12:05:00,2015-07-28 00:00:00,12:26:00,Puerto Rico,Other
2189,1777,NPCC,New York,System Operations,500,0,2015-07-29 00:00:00,16:45:00,2015-07-29 00:00:00,21:00:00,New York,Northeast
2190,1778,TRE,Texas,System Operations,Unknown,Unknown,2015-07-30 00:00:00,09:50:00,2015-07-30 00:00:00,19:00:00,Texas,South
2191,1779,SERC,Tennessee,Vandalism,0,0,2015-07-30 00:00:00,13:00:00,,,Tennessee,Southeast
2192,1780,WECC,Washington,System Operations,9,0,2015-07-31 00:00:00,10:55:00,,,Washington,West
2193,1781,RFC,Michigan: Emmet County; Grand Traverse County; Leelanau County; Kalkaska County; Benzie County; Manistee County; Wexford County; Missaukee County; Mecosta County; ,Severe Weather,Unknown,162000,2015-08-02 00:00:00,17:45:00,2015-08-04 00:00:00,03:00:00,Michigan,Midwest
2194,1782,RFC,Illinois,Severe Weather,Unknown,115000,2015-08-03 00:00:00,00:30:00,2015-08-03 00:00:00,02:00:00,Illinois,Midwest
2195,1783,RFC,Michigan,Severe Weather,Unknown,72520,2015-08-03 00:00:00,01:00:00,2015-08-05 00:00:00,00:00:00,Michigan,Midwest
2196,1784,WECC,Arizona: New Mexico,Sabotage,0,Unknown,2015-08-03 00:00:00,08:27:00,2015-08-04 00:00:00,01:18:00,Arizona,Southwest
2197,1784,WECC,Arizona: New Mexico,Sabotage,0,Unknown,2015-08-03 00:00:00,08:27:00,2015-08-04 00:00:00,01:18:00,New Mexico,Southwest
2198,1785,NPCC,Massachusetts: Rhode Island:,Severe Weather,Unknown,132000,2015-08-04 00:00:00,07:17:00,2015-08-05 00:00:00,12:52:00,Massachusetts,Northeast
2199,1785,NPCC,Massachusetts: Rhode Island:,Severe Weather,Unknown,132000,2015-08-04 00:00:00,07:17:00,2015-08-05 00:00:00,12:52:00,Rhode Island,Northeast
2200,1786,TRE,Texas: Houston;,Severe Weather,Unknown,100000,2015-08-11 00:00:00,19:30:00,2015-08-13 00:00:00,04:05:00,Texas,South
2201,1787,TRE,Texas: Williamson County;,Other,Unknown,Unknown,2015-08-13 00:00:00,15:15:00,2015-08-13 00:00:00,19:00:00,Texas,South
2202,1788,WECC,Puerto Rico,System Operations,360,Unknown,2015-08-27 00:00:00,21:51:00,2015-08-28 00:00:00,18:00:00,Puerto Rico,Other
2203,1789,WECC,Washington,Severe Weather,Unknown,500000,2015-08-29 00:00:00,10:00:00,,,Washington,West
2204,1790,WECC,"King County, Skagit County, Whatcom County, Kitsap County, Pierce County, Thurston County, Island County, Washington",Severe Weather,250,250000,2015-08-29 00:00:00,11:00:00,2015-09-04 00:00:00,15:00:00,Washington,West
2205,1791,WECC,Washington: King County;,Severe Weather,1200,64000,2015-08-29 00:00:00,13:00:00,2015-08-31 00:00:00,07:00:00,Washington,West
2206,1792,RFC,Michigan,Severe Weather,Unknown,50114,2015-09-03 00:00:00,02:33:00,2015-09-03 00:00:00,06:25:00,Michigan,Midwest
2207,1793,NPCC,New York: Dutchess County;,Vandalism,0,0,2015-09-13 00:00:00,17:56:00,2015-09-13 00:00:00,20:37:00,New York,Northeast
2208,1794,WECC,California,System Operations,150,Unknown,2015-09-20 00:00:00,13:12:00,2015-09-20 00:00:00,13:44:00,California,West
2209,1795,WECC,Oregon,Vandalism,Unknown,Unknown,2015-09-29 00:00:00,15:40:00,2015-09-29 00:00:00,15:41:00,Oregon,West
2210,1796,WECC,Utah: Emery County;,Vandalism,0,0,2015-10-13 00:00:00,06:30:00,2015-10-13 00:00:00,08:30:00,Utah,West
2211,1797,TRE,Texas,Other,Unknown,Unknown,2015-10-13 00:00:00,10:25:00,2015-10-13 00:00:00,18:00:00,Texas,South
2212,1798,WECC,California,Other,41788,Unknown,2015-10-13 00:00:00,16:32:00,2015-10-13 00:00:00,20:39:00,California,West
2213,1799,WECC,Utah ,Vandalism,0,0,2015-10-16 00:00:00,12:25:00,2015-10-16 00:00:00,12:56:00,Utah,West
2214,1800,WECC,California: Central Coast area;,Severe Weather,88,55677,2015-10-18 00:00:00,07:00:00,2015-10-18 00:00:00,23:29:00,California,West
2215,1801,,Puerto Rico,System Operations,500,300000,2015-10-23 00:00:00,09:42:00,2015-10-23 00:00:00,13:26:00,Puerto Rico,Other
2216,1802,RFC,Pennsylvania: Columbia County; Montour County; Northumberland County;,Other,Unknown,35000,2015-10-28 00:00:00,13:38:00,2015-10-29 00:00:00,17:00:00,Pennsylvania,Northeast
2217,1803,WECC,Oregon: Josephine County;,Other,0,0,2015-10-30 00:00:00,15:00:00,2015-10-30 00:00:00,16:00:00,Oregon,West
2218,1804,TRE,Texas: Harris County;,Severe Weather,Unknown,130252,2015-10-31 00:00:00,00:45:00,2015-11-01 00:00:00,16:05:00,Texas,South
2219,1805,RFC,Ohio: Hamilton County;,Vandalism,0,0,2015-11-01 00:00:00,11:53:00,2015-11-01 00:00:00,12:00:00,Ohio,Midwest
2220,1806,SERC,Arkansas: Hot Spring County;,Sabotage,4,0,2015-11-02 00:00:00,17:37:00,2015-11-04 00:00:00,09:00:00,Arkansas,South
2221,1807,RFC,Indiana: Dearborn County;,Sabotage,0,0,2015-11-10 00:00:00,12:00:00,2015-11-10 00:00:00,14:00:00,Indiana,Midwest
2222,1808,NPCC,New York,Suspicious Activity ,Unknown,Unknown,2015-11-13 00:00:00,11:30:00,2015-11-13 00:00:00,11:35:00,New York,Northeast
2223,1809,WECC,Washington: Snohomish County;,Severe Weather,900,89000,2015-11-17 00:00:00,09:00:00,,,Washington,West
2224,1810,WECC,Washington,Severe Weather,Unknown,300000,2015-11-17 00:00:00,10:00:00,,,Washington,West
2225,1811,WECC,"Washington: Stevens County, Lincoln County, Adams County, Whitman County, Spokane County; Idaho: Bonner County, Kootenai County, Shoshone County, Benewah County, Idaho County;",Severe Weather,Unknown,182000,2015-11-17 00:00:00,13:30:00,,,Idaho,West
2226,1811,WECC,"Washington: Stevens County, Lincoln County, Adams County, Whitman County, Spokane County; Idaho: Bonner County, Kootenai County, Shoshone County, Benewah County, Idaho County;",Severe Weather,Unknown,182000,2015-11-17 00:00:00,13:30:00,,,Washington,West
2227,1812,RFC,Michigan,Severe Weather,Unknown,60000,2015-11-21 00:00:00,20:30:00,2015-11-23 00:00:00,01:00:00,Michigan,Midwest
2228,1813,SPP,Oklahoma,Severe Weather,Unknown,55609,2015-11-28 00:00:00,06:00:00,2015-11-30 00:00:00,13:00:00,Oklahoma,South
2229,1814,SPP,Oklahoma,Severe Weather,Unknown,35000,2015-11-28 00:00:00,06:00:00,,,Oklahoma,South
2230,1815,,Puerto Rico,System Operations,0,0,2015-11-29 00:00:00,16:48:00,2015-11-29 00:00:00,18:20:00,Puerto Rico,Other
2231,1816,,Puerto Rico,System Operations,100,86559,2015-11-30 00:00:00,06:18:00,2015-11-30 00:00:00,21:18:00,Puerto Rico,Other
2232,1817,SPP,Kansas: Thomas County;,Vandalism,0,0,2015-12-02 00:00:00,13:03:00,2015-12-03 00:00:00,12:29:00,Kansas,Midwest
2233,1818,SPP,Kansas,Vandalism,0,0,2015-12-05 00:00:00,21:00:00,2015-12-05 00:00:00,22:30:00,Kansas,Midwest
2234,1819,NPCC,"New York: Orange County, Sullivan County; Pennsylvania: Pike County;",Other,110,52476,2015-12-05 00:00:00,19:22:00,2015-12-06 00:00:00,05:27:00,New York,Northeast
2235,1819,NPCC,"New York: Orange County, Sullivan County; Pennsylvania: Pike County;",Other,110,52476,2015-12-05 00:00:00,19:22:00,2015-12-06 00:00:00,05:27:00,Pennsylvania,Northeast
2236,1820,WECC,Nevada: Clark County;,Sabotage,0,0,2015-12-08 00:00:00,14:00:00,2015-12-08 00:00:00,14:01:00,Nevada,West
2237,1821,,Puerto Rico,System Operations,0,0,2015-12-09 00:00:00,18:06:00,2015-12-09 00:00:00,21:52:00,Puerto Rico,Other
2238,1822,WECC,Washington,Severe Weather,115,76300,2015-12-09 00:00:00,04:00:00,2015-12-09 00:00:00,11:00:00,Washington,West
2239,1823,SERC,Missouri: New Madrid County;,System Operations,400,1,2015-12-10 00:00:00,21:25:00,2015-12-10 00:00:00,22:30:00,Missouri,Midwest
2240,1824,WECC,California: Stanislaus County;,Vandalism,Unknown,Unknown,2015-12-10 00:00:00,17:55:00,2015-12-10 00:00:00,17:56:00,California,West
2241,1825,WECC,California: Plumas County,Severe Weather,24,9956,2015-12-10 00:00:00,03:53:00,2015-12-10 00:00:00,04:08:00,California,West
2242,1826,WECC,California: Northern;,Severe Weather,29,9956,2015-12-10 00:00:00,06:01:00,2015-12-10 00:00:00,07:13:00,California,West
2243,1827,RFC,"Michigan: Antrim County, Charlevoix County, Manistee County, Mecosta County, Kalkaska County, Grand Traverse County, Osceola County, Lake County, Newaygo County, Clare County, Isabella County;",Severe Weather,Unknown,168000,2015-12-24 00:00:00,03:00:00,2015-12-26 00:00:00,00:00:00,Michigan,Midwest
2244,1828,TRE,Texas,Severe Weather,Unknown,70000,2015-12-26 00:00:00,19:30:00,,,Texas,South
2245,1829,SPP,Texas: Oklahoma:,Severe Weather,Unknown,116800,2015-12-26 00:00:00,18:00:00,2015-12-30 00:00:00,06:00:00,Oklahoma,South
2246,1829,SPP,Texas: Oklahoma:,Severe Weather,Unknown,116800,2015-12-26 00:00:00,18:00:00,2015-12-30 00:00:00,06:00:00,Texas,South
2247,1830,SPP,Oklahoma,Severe Weather,Unknown,54476,2015-12-27 00:00:00,23:38:00,2015-12-28 00:00:00,17:00:00,Oklahoma,South
2248,1831,SPP,Oklahoma,Severe Weather,Unknown,50500,2015-12-27 00:00:00,17:00:00,,,Oklahoma,South
2249,1832,NPCC,Maine,Sabotage,0,0,2015-12-29 00:00:00,08:30:00,2015-12-29 00:00:00,08:31:00,Maine,Northeast
2250,1833,SPP,Oklahoma: Blaine County;,Severe Weather,8,1500,2015-12-31 00:00:00,17:00:00,2015-12-31 00:00:00,21:40:00,Oklahoma,South
2251,1834,SERC,Missouri,Sabotage,0,0,2015-12-31 00:00:00,11:00:00,,,Missouri,Midwest
2252,1835,MRO,Wisconsin: Milwaukee County;,Sabotage,0,0,2016-01-04 00:00:00,05:15:00,2016-01-05 00:00:00,08:00:00,Wisconsin,Midwest
2253,1836,NPCC,Maine: Connecticut: Massachusetts: Vermont: New Hampshire: Rhode Island:,Weather,Unknown,59859,2016-01-10 00:00:00,20:46:00,2016-01-11 00:00:00,05:25:00,Connecticut,Northeast
2254,1836,NPCC,Maine: Connecticut: Massachusetts: Vermont: New Hampshire: Rhode Island:,Weather,Unknown,59859,2016-01-10 00:00:00,20:46:00,2016-01-11 00:00:00,05:25:00,Maine,Northeast
2255,1836,NPCC,Maine: Connecticut: Massachusetts: Vermont: New Hampshire: Rhode Island:,Weather,Unknown,59859,2016-01-10 00:00:00,20:46:00,2016-01-11 00:00:00,05:25:00,Massachusetts,Northeast
2256,1836,NPCC,Maine: Connecticut: Massachusetts: Vermont: New Hampshire: Rhode Island:,Weather,Unknown,59859,2016-01-10 00:00:00,20:46:00,2016-01-11 00:00:00,05:25:00,New Hampshire,Northeast
2257,1836,NPCC,Maine: Connecticut: Massachusetts: Vermont: New Hampshire: Rhode Island:,Weather,Unknown,59859,2016-01-10 00:00:00,20:46:00,2016-01-11 00:00:00,05:25:00,Rhode Island,Northeast
2258,1836,NPCC,Maine: Connecticut: Massachusetts: Vermont: New Hampshire: Rhode Island:,Weather,Unknown,59859,2016-01-10 00:00:00,20:46:00,2016-01-11 00:00:00,05:25:00,Vermont,Northeast
2259,1837,RFC,Pennsylvania: Chester County;,Vandalism,0,0,2016-01-11 00:00:00,20:16:00,2016-01-11 00:00:00,23:00:00,Pennsylvania,Northeast
2260,1838,RFC,Delaware:,Vandalism,0,0,2016-01-14 00:00:00,08:27:00,2016-01-14 00:00:00,12:00:00,Delaware,Northeast
2261,1839,WECC,Utah: Salt Lake County;,Sabotage,0,0,2016-01-17 00:00:00,12:00:00,2016-01-17 00:00:00,13:00:00,Utah,West
2262,1840,SERC,North Carolina: South Carolina:,Weather,Unknown,150000,2016-01-22 00:00:00,15:52:00,2016-01-24 00:00:00,12:30:00,North Carolina,Southeast
2263,1840,SERC,North Carolina: South Carolina:,Weather,Unknown,150000,2016-01-22 00:00:00,15:52:00,2016-01-24 00:00:00,12:30:00,South Carolina,Southeast
2264,1841,RFC,New Jersey:,Weather,Unknown,50900,2016-01-23 00:00:00,07:49:00,2016-01-23 00:00:00,09:05:00,New Jersey,Northeast
2265,1842,NPCC,Connecticut: Massachusetts: Rhode Island:,Weather,Unknown,115057,2016-02-05 00:00:00,11:21:00,2016-02-06 00:00:00,15:48:00,Connecticut,Northeast
2266,1842,NPCC,Connecticut: Massachusetts: Rhode Island:,Weather,Unknown,115057,2016-02-05 00:00:00,11:21:00,2016-02-06 00:00:00,15:48:00,Massachusetts,Northeast
2267,1842,NPCC,Connecticut: Massachusetts: Rhode Island:,Weather,Unknown,115057,2016-02-05 00:00:00,11:21:00,2016-02-06 00:00:00,15:48:00,Rhode Island,Northeast
2268,1843,NPCC,New York: Orange County,Cyber Attack,Unknown,Unknown,2016-02-07 00:00:00,11:30:00,,,New York,Northeast
2269,1844,WECC,Oregon: Klamath County,Sabotage,Unknown,Unknown,2016-02-07 00:00:00,14:58:00,,,Oregon,West
2270,1845,WECC,Utah: Salt Lake County,Vandalism,0,0,2016-02-07 00:00:00,13:21:00,2016-02-07 00:00:00,13:42:00,Utah,West
2271,1846,SERC,California,Islanding,7,4300,2016-02-13 00:00:00,12:44:00,2016-02-13 00:00:00,16:27:00,California,West
2272,1847,RFC,"Virginia: Roanoke County, Montgomery County; West Virginia: Kanawha County, Cabell County; Tennessee: Sullivan County;",Weather,Unknown,52640,2016-02-16 00:00:00,08:35:00,2016-02-16 00:00:00,17:28:00,Tennessee,Southeast
2273,1847,RFC,"Virginia: Roanoke County, Montgomery County; West Virginia: Kanawha County, Cabell County; Tennessee: Sullivan County;",Weather,Unknown,52640,2016-02-16 00:00:00,08:35:00,2016-02-16 00:00:00,17:28:00,Virginia,Southeast
2274,1847,RFC,"Virginia: Roanoke County, Montgomery County; West Virginia: Kanawha County, Cabell County; Tennessee: Sullivan County;",Weather,Unknown,52640,2016-02-16 00:00:00,08:35:00,2016-02-16 00:00:00,17:28:00,West Virginia,Southeast
2275,1848,RFC,Michigan,Weather,Unknown,145314,2016-02-19 00:00:00,22:00:00,2016-02-20 00:00:00,23:13:00,Michigan,Midwest
2276,1849,WECC,Oregon: Klamath County,Sabotage,0,0,2016-02-21 00:00:00,15:54:00,2016-02-21 00:00:00,17:07:00,Oregon,West
2277,1850,SERC,North Carolina: South Carolina,Weather,400,284610,2016-02-24 00:00:00,14:45:00,2016-02-25 00:00:00,05:00:00,North Carolina,Southeast
2278,1850,SERC,North Carolina: South Carolina,Weather,400,284610,2016-02-24 00:00:00,14:45:00,2016-02-25 00:00:00,05:00:00,South Carolina,Southeast
2279,1851,RFC,Delaware,Vandalism,0,0,2016-02-24 00:00:00,09:10:00,2016-02-24 00:00:00,10:15:00,Delaware,Northeast
2280,1852,NPCC,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,Weather,Unknown,114190,2016-02-25 00:00:00,01:44:00,2016-02-25 00:00:00,14:45:00,Connecticut,Northeast
2281,1852,NPCC,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,Weather,Unknown,114190,2016-02-25 00:00:00,01:44:00,2016-02-25 00:00:00,14:45:00,Maine,Northeast
2282,1852,NPCC,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,Weather,Unknown,114190,2016-02-25 00:00:00,01:44:00,2016-02-25 00:00:00,14:45:00,Massachusetts,Northeast
2283,1852,NPCC,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,Weather,Unknown,114190,2016-02-25 00:00:00,01:44:00,2016-02-25 00:00:00,14:45:00,Rhode Island,Northeast
2284,1852,NPCC,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,Weather,Unknown,114190,2016-02-25 00:00:00,01:44:00,2016-02-25 00:00:00,14:45:00,Vermont,Northeast
2285,1853,WECC,Arizona: Maricopa County,Sabotage - Operator Action(s),2,2713,2016-02-26 00:00:00,16:35:00,2016-02-26 00:00:00,20:22:00,Arizona,Southwest
2286,1854,WECC,California: San Bernardino County,Fuel Supply Deficiency,0,0,2016-02-26 00:00:00,00:01:00,,,California,West
2287,1855,WECC,Idaho: Ada County;,Vandalism,0,0,2016-03-01 00:00:00,13:35:00,,,Idaho,West
2288,1856,WECC,"Washington: King County, Whatcom County, Kitsap County, Skagit County;",Weather,Unknown,56000,2016-03-01 00:00:00,15:00:00,,,Washington,West
2289,1857,WECC,California: San Bernardino County;,Fuel Supply Deficiency,0,0,2016-03-03 00:00:00,11:00:00,2016-04-06 00:00:00,19:47:00,California,West
2290,1858,WECC,Idaho: Bannock County;,Sabotage,0,0,2016-03-08 00:00:00,00:00:00,2016-03-08 00:00:00,00:00:00,Idaho,West
2291,1859,WECC,"Washington: Kitsap County, King County, Whatcom County, Island County, Skagit County;",Sabotage,0,0,2016-03-10 00:00:00,04:00:00,2016-03-11 00:00:00,11:59:00,Washington,West
2292,1860,WECC,"Washington: Island County, Skagit County, Whatcom County, King County, Kitsap County, Pierce County, Thurston County;",Sabotage,0,0,2016-03-13 00:00:00,14:00:00,,,Washington,West
2293,1861,WECC,Washington:,Vandalism,0,0,2016-03-13 00:00:00,16:55:00,,,Washington,West
2294,1862,WECC,"Colorado: Denver, City and County of[12];",Weather,0,0,2016-03-23 00:00:00,05:00:00,2016-03-25 00:00:00,23:59:00,Colorado,West
2295,1863,WECC,Nevada: Clark County;,Sabotage,Unknown,110000,2016-03-27 00:00:00,12:00:00,2016-03-27 00:00:00,13:00:00,Nevada,West
2296,1864,NPCC,Massachusetts: Middlesex County[13];,Sabotage,200,50500,2016-03-30 00:00:00,21:12:00,2016-03-31 00:00:00,15:00:00,Massachusetts,Northeast
2297,1865,FRCC,Florida: Hillsborough County,Sabotage,0,0,2016-04-01 00:00:00,16:37:00,2016-04-01 00:00:00,18:00:00,Florida,Southeast
2298,1866,WECC,California,System Operations,360,0,2016-04-02 00:00:00,11:08:00,2016-04-02 00:00:00,11:33:00,California,West
2299,1867,WECC,Washington: Pend Oreille County,Cyber Attack,0,0,2016-04-12 00:00:00,11:30:00,2016-04-12 00:00:00,16:43:00,Washington,West
2300,1868,RFC,Maryland: Baltimore County,Sabotage,0,0,2016-04-14 00:00:00,16:49:00,2016-04-15 00:00:00,20:42:00,Maryland,Northeast
2301,1869,WECC,Utah: Weber County,Vandalism,0,0,2016-04-15 00:00:00,10:00:00,2016-04-15 00:00:00,11:00:00,Utah,West
2302,1870,TRE,Texas: Harris County,Weather,Unknown,415103,2016-04-18 00:00:00,05:05:00,2016-04-20 00:00:00,07:55:00,Texas,South
2303,1871,SERC,Tennessee,Vandalism,0,0,2016-04-27 00:00:00,13:36:00,,,Tennessee,Southeast
2304,1872,TRE,Texas: Harris County,Weather,Unknown,214864,2016-04-27 00:00:00,05:50:00,2016-04-28 00:00:00,01:35:00,Texas,South
2305,1873,TRE,Texas: Rusk County,Sabotage,0,0,2016-04-27 00:00:00,18:00:00,2016-04-27 00:00:00,18:05:00,Texas,South
2306,1874,NPCC,New York: Dutchess County;,Sabotage,0,0,2016-05-07 00:00:00,07:49:00,2016-05-07 00:00:00,09:02:00,New York,Northeast
2307,1875,WECC,Washington: Clark County;,Islanding,Unknown,Unknown,2016-05-08 00:00:00,09:12:00,,,Washington,West
2308,1876,TRE,"Texas: Dallas County, Tarrant County, Parker County;",Distribution Interruption,Unknown,85000,2016-05-10 00:00:00,20:45:00,2016-05-13 00:00:00,03:00:00,Texas,South
2309,1877,SERC,Missouri:,Sabotage,0,0,2016-05-14 00:00:00,21:25:00,2016-05-15 00:00:00,17:24:00,Missouri,Midwest
2310,1878,WECC,Utah:,System Operations,461,85179,2016-05-19 00:00:00,21:36:00,2016-05-20 00:00:00,01:00:00,Utah,West
2311,1879,SERC,Louisiana:,Distribution Interruption ,Unknown,85000,2016-05-20 00:00:00,00:00:00,2016-05-22 00:00:00,05:00:00,Louisiana,South
2312,1880,SERC,Louisiana:,Weather,Unknown,57184,2016-05-20 00:00:00,01:15:00,,,Louisiana,South
2313,1881,SERC,Missouri:,Vandalism,0,0,2016-05-24 00:00:00,08:00:00,,,Missouri,Midwest
2314,1882,NPCC,New York:,Transmission Interruption,82,56645,2016-05-26 00:00:00,21:29:00,2016-05-27 00:00:00,00:40:00,New York,Northeast
2315,1883,NPCC,New York: Tompkins County;,Fuel Supply Deficiency,150,Unknown,2016-05-31 00:00:00,07:30:00,2016-06-13 00:00:00,07:27:00,New York,Northeast
2316,1884,WECC,Utah,Sabotage ,0,0,2016-06-07 00:00:00,12:00:00,2016-06-07 00:00:00,12:15:00,Utah,West
2317,1885,RFC,New Jersey,Vandalism,0,0,2016-06-14 00:00:00,07:59:00,2016-06-14 00:00:00,08:00:00,New Jersey,Northeast
2318,1886,SERC,"Georgia, Alabama, Mississippi, Florida",Weather,304,91260,2016-06-17 00:00:00,15:40:00,2016-06-18 00:00:00,08:34:00,Alabama,Southeast
2319,1886,SERC,"Georgia, Alabama, Mississippi, Florida",Weather,304,91260,2016-06-17 00:00:00,15:40:00,2016-06-18 00:00:00,08:34:00,Florida,Southeast
2320,1886,SERC,"Georgia, Alabama, Mississippi, Florida",Weather,304,91260,2016-06-17 00:00:00,15:40:00,2016-06-18 00:00:00,08:34:00,Georgia,Southeast
2321,1886,SERC,"Georgia, Alabama, Mississippi, Florida",Weather,304,91260,2016-06-17 00:00:00,15:40:00,2016-06-18 00:00:00,08:34:00,Mississippi,Southeast
2322,1887,RFC,Delaware,Vandalism,0,0,2016-06-17 00:00:00,04:30:00,2016-06-17 00:00:00,04:31:00,Delaware,Northeast
2323,1888,WECC,Oregon: Multnomah County,Actual Physical Event,0,0,2016-07-02 00:00:00,04:00:00,2016-07-04 00:00:00,00:40:00,Oregon,West
2324,1889,TRE,"Texas: Dallas County, Tarrant County",Severe Weather,Unknown,52000,2016-07-05 00:00:00,02:45:00,2016-07-06 00:00:00,03:00:00,Texas,South
2325,1890,MRO,"Minnesota, Wisconsin",Severe Weather,Unknown,250000,2016-07-05 00:00:00,17:30:00,2016-07-06 00:00:00,16:00:00,Minnesota,Midwest
2326,1890,MRO,"Minnesota, Wisconsin",Severe Weather,Unknown,250000,2016-07-05 00:00:00,17:30:00,2016-07-06 00:00:00,16:00:00,Wisconsin,Midwest
2327,1891,SERC,"Kansas: Johnson County; Missouri: Jackson County, Platte County, Cass County, Buchanan County, Atchison County, Andrew County, Clay County, Nodaway County",Severe Weather,Unknown,58500,2016-07-07 00:00:00,04:20:00,2016-07-07 00:00:00,08:00:00,Kansas,Midwest
2328,1891,SERC,"Kansas: Johnson County; Missouri: Jackson County, Platte County, Cass County, Buchanan County, Atchison County, Andrew County, Clay County, Nodaway County",Severe Weather,Unknown,58500,2016-07-07 00:00:00,04:20:00,2016-07-07 00:00:00,08:00:00,Missouri,Midwest
2329,1892,SERC,North Carolina: New Hanover County,Vandalism,0,0,2016-07-07 00:00:00,05:53:00,2016-07-07 00:00:00,08:40:00,North Carolina,Southeast
2330,1893,SERC,North Carolina,Severe Weather,600,203345,2016-07-08 00:00:00,20:50:00,2016-07-09 00:00:00,19:25:00,North Carolina,Southeast
2331,1894,RFC,"Michigan: Wayne County, Oakland County, Macomb County, St. Clair County, Lapeer County, Tuscola County, Sanilac County, Huron County",Severe Weather,Unknown,160895,2016-07-08 00:00:00,19:00:00,2016-07-09 00:00:00,00:00:00,Michigan,Midwest
2332,1895,RFC,West Virginia: Virginia,Severe Weather,Unknown,62961,2016-07-08 00:00:00,18:00:00,,,Virginia,Southeast
2333,1895,RFC,West Virginia: Virginia,Severe Weather,Unknown,62961,2016-07-08 00:00:00,18:00:00,,,West Virginia,Southeast
2334,1896,TRE,Texas: Dallas County,Severe Weather,Unknown,62000,2016-07-09 00:00:00,17:45:00,2016-07-11 00:00:00,14:00:00,Texas,South
2335,1897,PR,Puerto Rico,System Operations,450,218000,2016-07-12 00:00:00,14:10:00,2016-07-12 00:00:00,20:33:00,Puerto Rico,Other
2336,1898,WECC,Washington,Vandalism,0,0,2016-07-13 00:00:00,13:00:00,2016-07-13 00:00:00,13:01:00,Washington,West
2337,1899,SERC,Tennessee: Shelby County,System Operations,Unknown,Unknown,2016-07-13 00:00:00,15:00:00,,,Tennessee,Southeast
2338,1900,SPP,Oklahoma: Arkansas,Severe Weather,Unknown,7300,2016-07-14 00:00:00,17:30:00,2016-07-16 00:00:00,20:00:00,Arkansas,South
2339,1900,SPP,Oklahoma: Arkansas,Severe Weather,Unknown,7300,2016-07-14 00:00:00,17:30:00,2016-07-16 00:00:00,20:00:00,Oklahoma,South
2340,1901,"SPP, SERC, TRE",Arkansas: Louisiana: Mississippi: Texas,Severe Weather,Unknown,170244,2016-07-14 00:00:00,16:30:00,2016-07-16 00:00:00,00:00:00,Arkansas,South
2341,1901,"SPP, SERC, TRE",Arkansas: Louisiana: Mississippi: Texas,Severe Weather,Unknown,170244,2016-07-14 00:00:00,16:30:00,2016-07-16 00:00:00,00:00:00,Louisiana,South
