,Index, NERC Region,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected ,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Affected State
3528,2769,WECC,California:,Severe Weather/Transmission Interruption,Unknown,Unknown,2019-06-02 00:00:00,18:19:00,2019-06-02 00:00:00,20:43:00,California
3529,2770,WECC,"Idaho: Blaine County, Jerome County, Minidoka County, Power County;",Vandalism,Unknown,0,2020-06-02 00:00:00,14:36:00,2020-06-02 00:00:00,14:37:00,Idaho
3530,2771,WECC,California: Imperial County;,Vandalism,0,0,2022-06-02 00:00:00,08:20:00,,,California
3531,2772,RF,New Jersey:,Severe Weather,80,87000,2020-06-03 00:00:00,13:00:00,2020-06-06 00:00:00,16:30:00,New Jersey
3532,2773,RF,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",Severe Weather,Unknown,708000,2020-06-03 00:00:00,12:30:00,2020-06-03 00:00:00,18:00:00,Delaware
3533,2773,RF,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",Severe Weather,Unknown,708000,2020-06-03 00:00:00,12:30:00,2020-06-03 00:00:00,18:00:00,Pennsylvania
3534,2774,MRO,North Dakota: Minnesota:,System Operations,0,0,2020-06-03 00:00:00,16:57:00,2020-06-03 00:00:00,17:29:00,Minnesota
3535,2774,MRO,North Dakota: Minnesota:,System Operations,0,0,2020-06-03 00:00:00,16:57:00,2020-06-03 00:00:00,17:29:00,North Dakota
3536,2775,RF,New Jersey:,Severe Weather,Unknown,78079,2020-06-03 00:00:00,13:36:00,2020-06-03 00:00:00,16:30:00,New Jersey
3537,2776,SERC,Georgia: DeKalb County;,Vandalism,0,0,2022-06-03 00:00:00,03:48:00,2022-06-03 00:00:00,03:49:00,Georgia
3538,2777,FRCC,Florida: Alachua County;,Vandalism,0,0,2018-06-04 00:00:00,08:50:00,2018-06-04 00:00:00,14:00:00,Florida
3539,2778,WECC,Nevada: Washoe County;,Suspicious Activity,0,0,2019-06-04 00:00:00,10:15:00,2019-06-04 00:00:00,13:15:00,Nevada
3540,2779,TRE,Texas: Ector County;,Generation Inadequacy,0,0,2022-06-04 00:00:00,12:59:00,2022-06-05 00:00:00,02:15:00,Texas
3541,2780,WECC,Idaho: Bannock County;,Vandalism,0,0,2019-06-05 00:00:00,08:37:00,2019-06-05 00:00:00,08:40:00,Idaho
3542,2781,MRO,South Dakota: Lincoln County;,Vandalism,0,0,2019-06-05 00:00:00,10:16:00,2019-06-05 00:00:00,10:17:00,South Dakota
3543,2782,WECC,California: Kern County;,Vandalism,0,0,2019-06-05 00:00:00,09:46:00,2019-06-05 00:00:00,12:00:00,California
3544,2783,WECC,California:,Generation Inadequacy,Unknown,Unknown,2022-06-05 00:00:00,15:20:00,2022-06-05 00:00:00,20:12:00,California
3545,2784,TRE,Texas: Bexar County;,Severe Weather,Unknown,55017,2019-06-06 00:00:00,18:09:00,2019-06-06 00:00:00,18:35:00,Texas
3546,2785,RF,Indiana: Clay County;,Transmission Interruption,Unknown,0,2021-06-06 00:00:00,14:57:00,2021-06-06 00:00:00,16:00:00,Indiana
3547,2786,WECC,California: Shasta County;,System Operations,13,4000,2022-06-06 00:00:00,10:21:00,2022-06-06 00:00:00,10:24:00,California
3548,2787,WECC,Washington: Yakima County,Vandalism ,0,0,2017-06-07 00:00:00,13:12:00,2017-06-07 00:00:00,13:13:00,Washington
3549,2788,TRE,Texas: Pecos County;,Transmission Interruption,8,1,2019-06-07 00:00:00,14:43:00,2019-06-07 00:00:00,16:20:00,Texas
3550,2789,MRO,Minnesota: North Dakota:,Severe Weather/Transmission Interruption,23,1,2021-06-07 00:00:00,22:27:00,2021-06-08 00:00:00,00:33:00,Minnesota
3551,2789,MRO,Minnesota: North Dakota:,Severe Weather/Transmission Interruption,23,1,2021-06-07 00:00:00,22:27:00,2021-06-08 00:00:00,00:33:00,North Dakota
3552,2790,TRE,"Texas: Somervell County, Ellis County;",Generation Inadequacy,1435,0,2021-06-07 00:00:00,13:26:00,2021-06-07 00:00:00,13:27:00,Texas
3553,2791,WECC,New Mexico: San Juan County;,System Operations,0,0,2021-06-07 00:00:00,15:19:00,2021-06-07 00:00:00,18:22:00,New Mexico
3554,2792,TRE,Texas: Potter County;,Transmission Interruption,0,0,2019-06-08 00:00:00,15:50:00,2019-06-08 00:00:00,19:40:00,Texas
3555,2793,TRE,Texas: Liberty County;,Vandalism,0,0,2021-06-08 00:00:00,15:00:00,2021-06-08 00:00:00,15:01:00,Texas
3556,2794,SERC/MRO,"Missouri: Clay County, Jackson County; Kansas: Johnson County;",Severe Weather/Transmission Interruption,Unknown,91188,2022-06-08 00:00:00,01:00:00,2022-06-08 00:00:00,06:00:00,Kansas
3557,2794,SERC/MRO,"Missouri: Clay County, Jackson County; Kansas: Johnson County;",Severe Weather/Transmission Interruption,Unknown,91188,2022-06-08 00:00:00,01:00:00,2022-06-08 00:00:00,06:00:00,Missouri
3558,2795,SERC/MRO,Kansas: Missouri: Nebraska:,Severe Weather,Unknown,62000,2022-06-08 00:00:00,00:00:00,2022-06-08 00:00:00,04:00:00,Kansas
3559,2795,SERC/MRO,Kansas: Missouri: Nebraska:,Severe Weather,Unknown,62000,2022-06-08 00:00:00,00:00:00,2022-06-08 00:00:00,04:00:00,Missouri
3560,2795,SERC/MRO,Kansas: Missouri: Nebraska:,Severe Weather,Unknown,62000,2022-06-08 00:00:00,00:00:00,2022-06-08 00:00:00,04:00:00,Nebraska
3561,2796,SERC,Missouri:,Severe Weather/Distribution Interruption,Unknown,60000,2022-06-08 00:00:00,01:00:00,2022-06-08 00:00:00,04:00:00,Missouri
3562,2797,SERC,Georgia:,System Operations,0,0,2018-06-09 00:00:00,09:54:00,2018-06-09 00:00:00,12:12:00,Georgia
3563,2798,TRE,"Texas: Collin County, Dallas County, Denton County, Palo Pinto County, Tarrant County, Ellis County, Williamson County;",Severe Weather,Unknown,558000,2019-06-09 00:00:00,14:45:00,2019-06-13 00:00:00,22:30:00,Texas
3564,2799,WECC,Washington:,Transmission Interruption,0,0,2020-06-09 00:00:00,11:21:00,2020-06-09 00:00:00,12:01:00,Washington
3565,2800,WECC,New Mexico: San Juan County;,System Operations,0,0,2021-06-09 00:00:00,19:09:00,2021-06-09 00:00:00,20:50:00,New Mexico
3566,2801,TRE,Texas: Dallas County;,Suspicious Activity,0,0,2022-06-09 00:00:00,02:33:00,2022-06-09 00:00:00,06:49:00,Texas
3567,2802,WECC,Oregon: Douglas County; Washington: Idaho: Utah: Wyoming:,Vandalism,0,0,2022-06-09 00:00:00,07:00:00,2022-06-09 00:00:00,07:05:00,Idaho
3568,2802,WECC,Oregon: Douglas County; Washington: Idaho: Utah: Wyoming:,Vandalism,0,0,2022-06-09 00:00:00,07:00:00,2022-06-09 00:00:00,07:05:00,Oregon
3569,2802,WECC,Oregon: Douglas County; Washington: Idaho: Utah: Wyoming:,Vandalism,0,0,2022-06-09 00:00:00,07:00:00,2022-06-09 00:00:00,07:05:00,Utah
3570,2802,WECC,Oregon: Douglas County; Washington: Idaho: Utah: Wyoming:,Vandalism,0,0,2022-06-09 00:00:00,07:00:00,2022-06-09 00:00:00,07:05:00,Washington
3571,2802,WECC,Oregon: Douglas County; Washington: Idaho: Utah: Wyoming:,Vandalism,0,0,2022-06-09 00:00:00,07:00:00,2022-06-09 00:00:00,07:05:00,Wyoming
3572,2803,SERC,Kentucky:,System Operations,Unknown,Unknown,2018-06-10 00:00:00,14:25:00,2018-06-11 00:00:00,05:58:00,Kentucky
3573,2804,RF,"Michigan: Oakland County, Macomb County, Wayne County, Sanilac County, Tuscola County, Huron County, Lapeer County, Livingston County, Monroe County;",Severe Weather,Unknown,237000,2020-06-10 00:00:00,19:30:00,,,Michigan
3574,2805,RF,"Michigan: Gratiot County, Lake County, Missaukee County, Benzie County, Leelanau County, Manistee County, Wexford County, Montcalm County, Kent County, Ottawa County, Van Buren County, St. Joseph County, Arenac County, Saginaw County, Calhoun County, Branch County;",Severe Weather,Unknown,270000,2020-06-10 00:00:00,12:22:00,2020-06-10 00:00:00,17:00:00,Michigan
3575,2806,RF,Ohio: Indiana: Kentucky: West Virginia:,Severe Weather,Unknown,85822,2020-06-10 00:00:00,17:24:00,2020-06-11 00:00:00,18:00:00,Indiana
3576,2806,RF,Ohio: Indiana: Kentucky: West Virginia:,Severe Weather,Unknown,85822,2020-06-10 00:00:00,17:24:00,2020-06-11 00:00:00,18:00:00,Kentucky
3577,2806,RF,Ohio: Indiana: Kentucky: West Virginia:,Severe Weather,Unknown,85822,2020-06-10 00:00:00,17:24:00,2020-06-11 00:00:00,18:00:00,Ohio
3578,2806,RF,Ohio: Indiana: Kentucky: West Virginia:,Severe Weather,Unknown,85822,2020-06-10 00:00:00,17:24:00,2020-06-11 00:00:00,18:00:00,Virginia
3579,2806,RF,Ohio: Indiana: Kentucky: West Virginia:,Severe Weather,Unknown,85822,2020-06-10 00:00:00,17:24:00,2020-06-11 00:00:00,18:00:00,West Virginia
3580,2807,MRO,Kansas: Wyandotte County;,Transmission Interruption,90,9800,2021-06-10 00:00:00,22:28:00,2021-06-10 00:00:00,23:07:00,Kansas
3581,2808,TRE,Texas: El Paso County;,Actual Physical Attack/Vandalism,0,0,2022-06-10 00:00:00,12:08:00,2022-06-10 00:00:00,21:30:00,Texas
3582,2809,WECC,California: Kern County;,System Operations,100,39094,2022-06-10 00:00:00,20:27:00,2022-06-10 00:00:00,21:30:00,California
3583,2810,WECC,California: Kern County;,System Operations,100,Unknown,2022-06-10 00:00:00,20:20:00,2022-06-10 00:00:00,20:28:00,California
3584,2811,WECC,California:,System Operations,13437,445,2022-06-10 00:00:00,08:45:00,,,California
3585,2812,MRO,Wisconsin,Severe Weather,Unknown,53610,2017-06-11 00:00:00,13:25:00,2017-06-11 00:00:00,19:15:00,Wisconsin
3586,2813,RFC,Michigan,Transmission Interruption,63,Unknown,2017-06-11 00:00:00,14:39:00,2017-06-11 00:00:00,17:55:00,Michigan
3587,2814,MRO,Minnesota,Severe Weather,Unknown,70000,2017-06-11 00:00:00,07:00:00,2017-06-11 00:00:00,11:22:00,Minnesota
3588,2815,MRO,"North Dakota: Mountrail County, Williams County;",Vandalism,0,0,2019-06-11 00:00:00,15:11:00,2019-06-11 00:00:00,17:00:00,North Dakota
3589,2816,WECC,Utah:,Vandalism,0,0,2019-06-11 00:00:00,07:52:00,2019-06-11 00:00:00,07:53:00,Utah
3590,2817,MRO,South Dakota: Brown County;,Severe Weather/Transmission Interruption,0,0,2021-06-11 00:00:00,03:26:00,2021-06-11 00:00:00,03:48:00,South Dakota
3591,2818,WECC,Nevada: Clark County;,Vandalism,0,0,2018-06-12 00:00:00,16:15:00,,,Nevada
3592,2819,WECC,California: Kern County;,Vandalism,0,0,2018-06-12 00:00:00,15:00:00,2018-06-12 00:00:00,15:15:00,California
3593,2820,WECC,"California: Imperial County, Riverside County;",Generation Inadequacy,982,30907,2019-06-12 00:00:00,14:56:00,2019-06-12 00:00:00,15:50:00,California
3594,2821,RF,Michigan: Houghton County;,Vandalism,0,0,2020-06-12 00:00:00,08:21:00,2020-06-12 00:00:00,08:22:00,Michigan
3595,2822,SERC/RF,Ohio: West Virginia: Virginia: Indiana:,Severe Weather/Transmission Interruption,14000,100000,2022-06-12 00:00:00,23:30:00,2022-06-13 00:00:00,23:30:00,Indiana
3596,2822,SERC/RF,Ohio: West Virginia: Virginia: Indiana:,Severe Weather/Transmission Interruption,14000,100000,2022-06-12 00:00:00,23:30:00,2022-06-13 00:00:00,23:30:00,Ohio
3597,2822,SERC/RF,Ohio: West Virginia: Virginia: Indiana:,Severe Weather/Transmission Interruption,14000,100000,2022-06-12 00:00:00,23:30:00,2022-06-13 00:00:00,23:30:00,Virginia
3598,2822,SERC/RF,Ohio: West Virginia: Virginia: Indiana:,Severe Weather/Transmission Interruption,14000,100000,2022-06-12 00:00:00,23:30:00,2022-06-13 00:00:00,23:30:00,West Virginia
3599,2823,SERC/RF,Ohio: Kentucky:,Severe Weather/Transmission Interruption,Unknown,162551,2022-06-13 00:00:00,18:00:00,2022-06-14 00:00:00,18:15:00,Kentucky
3600,2823,SERC/RF,Ohio: Kentucky:,Severe Weather/Transmission Interruption,Unknown,162551,2022-06-13 00:00:00,18:00:00,2022-06-14 00:00:00,18:15:00,Ohio
3601,2824,RF,Michigan:,System Operations,0,0,2022-06-13 00:00:00,23:54:00,2022-06-14 00:00:00,00:45:00,Michigan
3602,2825,TRE,Texas:,System Operations,Unknown,Unknown,2021-06-14 00:00:00,12:55:00,2021-06-18 00:00:00,19:00:00,Texas
3603,2826,TRE,Texas:,System Operations,Unknown,Unknown,2021-06-14 00:00:00,12:15:00,2021-06-18 00:00:00,19:00:00,Texas
3604,2827,WECC,Utah: Salt Lake County;,Suspicious Activity,0,0,2021-06-14 00:00:00,02:10:00,2021-06-14 00:00:00,02:11:00,Utah
3605,2828,RF,Ohio:,System Operations,373,Unknown,2022-06-14 00:00:00,13:46:00,,,Ohio
3606,2829,WECC,Washington: Grant County;,Actual Physical Attack/Vandalism,0,0,2022-06-14 00:00:00,00:00:00,2022-06-14 00:00:00,06:00:00,Washington
3607,2830,SERC,"Alabama, Georgia",Severe Weather,275,82713,2017-06-15 00:00:00,17:00:00,2017-06-15 00:00:00,22:00:00,Alabama
3608,2830,SERC,"Alabama, Georgia",Severe Weather,275,82713,2017-06-15 00:00:00,17:00:00,2017-06-15 00:00:00,22:00:00,Georgia
3609,2831,TRE,Texas:,Cyber Event,Unknown,Unknown,2021-06-15 00:00:00,11:55:00,2021-06-15 00:00:00,21:17:00,Texas
3610,2832,MRO,Kansas: Wyandotte County;,System Operations,0,0,2021-06-15 00:00:00,11:30:00,2021-06-15 00:00:00,13:35:00,Kansas
3611,2833,RF/MRO,"Wisconsin: Outagamie County, Waupaca County, Winnebago County, Brown County, Sheboygan County, Ozaukee County, Waukesha County; Michigan: Iron County;",Severe Weather,90,57000,2022-06-15 00:00:00,21:00:00,,,Michigan
3612,2833,RF/MRO,"Wisconsin: Outagamie County, Waupaca County, Winnebago County, Brown County, Sheboygan County, Ozaukee County, Waukesha County; Michigan: Iron County;",Severe Weather,90,57000,2022-06-15 00:00:00,21:00:00,,,Wisconsin
3613,2834,RF,Michigan: Wayne County;,System Operations,0,0,2022-06-15 00:00:00,10:45:00,2022-06-15 00:00:00,13:45:00,Michigan
3614,2835,SERC,Arkansas,Severe Weather,Unknown,76000,2017-06-16 00:00:00,20:00:00,2017-06-17 00:00:00,06:00:00,Arkansas
3615,2836,MRO,"Nebraska: Cass County, Douglas County, Sarpy County",Severe Weather,Unknown,76000,2017-06-16 00:00:00,20:00:00,,,Nebraska
3616,2837,TRE,"Texas: Dallas County, Tarrant County, Collin County, Denton County;",Severe Weather,Unknown,340000,2019-06-16 00:00:00,02:00:00,2019-06-17 00:00:00,23:59:00,Texas
3617,2838,SPP RE,Oklahoma:,Severe Weather/Transmission Interruption,Unknown,Unknown,2019-06-16 00:00:00,03:25:00,,,Oklahoma
3618,2839,SERC,Louisiana: West Baton Rouge Parish;,Transmission Interruption,7,1841,2021-06-16 00:00:00,10:40:00,2021-06-16 00:00:00,10:43:00,Louisiana
3619,2840,NPCC,Maine:,System Operations,0,0,2021-06-16 00:00:00,04:10:00,2021-06-16 00:00:00,06:39:00,Maine
3620,2841,SERC,Florida: Alachua County;,Vandalism,0,0,2021-06-16 00:00:00,10:25:00,2021-06-16 00:00:00,15:16:00,Florida
3621,2842,SERC,North Carolina: South Carolina:,Severe Weather,Unknown,77908,2022-06-16 00:00:00,16:31:00,2022-06-16 00:00:00,20:07:00,North Carolina
3622,2842,SERC,North Carolina: South Carolina:,Severe Weather,Unknown,77908,2022-06-16 00:00:00,16:31:00,2022-06-16 00:00:00,20:07:00,South Carolina
3623,2843,WECC,Washington: Lewis County;,Suspicious Activity,35,7500,2022-06-16 00:00:00,03:51:00,2022-06-16 00:00:00,06:30:00,Washington
3624,2844,MRO,"Kansas, Missouri: Jackson County, Platte County, Clay County, Cass County",Severe Weather,Unknown,84737,2017-06-17 00:00:00,21:00:00,2017-06-18 00:00:00,07:00:00,Kansas
3625,2844,MRO,"Kansas, Missouri: Jackson County, Platte County, Clay County, Cass County",Severe Weather,Unknown,84737,2017-06-17 00:00:00,21:00:00,2017-06-18 00:00:00,07:00:00,Missouri
3626,2845,SERC,North Carolina:,Severe Weather,Unknown,44000,2022-06-17 00:00:00,18:45:00,2022-06-18 00:00:00,13:32:00,North Carolina
3627,2846,SERC/RF,West Virginia: Virginia: Kentucky:,Severe Weather,Unknown,150000,2022-06-17 00:00:00,17:30:00,2022-06-19 00:00:00,21:15:00,Kentucky
3628,2846,SERC/RF,West Virginia: Virginia: Kentucky:,Severe Weather,Unknown,150000,2022-06-17 00:00:00,17:30:00,2022-06-19 00:00:00,21:15:00,Virginia
3629,2846,SERC/RF,West Virginia: Virginia: Kentucky:,Severe Weather,Unknown,150000,2022-06-17 00:00:00,17:30:00,2022-06-19 00:00:00,21:15:00,West Virginia
3630,2847,SERC,North Carolina: South Carolina:,Severe Weather,Unknown,91056,2022-06-17 00:00:00,17:37:00,2022-06-18 00:00:00,00:54:00,North Carolina
3631,2847,SERC,North Carolina: South Carolina:,Severe Weather,Unknown,91056,2022-06-17 00:00:00,17:37:00,2022-06-18 00:00:00,00:54:00,South Carolina
3632,2848,SERC/RF,Illinois: Missouri:,Severe Weather,Unknown,80000,2022-06-17 00:00:00,06:02:00,,,Illinois
3633,2848,SERC/RF,Illinois: Missouri:,Severe Weather,Unknown,80000,2022-06-17 00:00:00,06:02:00,,,Missouri
3634,2849,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,112927,2018-06-18 00:00:00,18:20:00,2018-06-19 00:00:00,00:15:00,Connecticut
3635,2849,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,112927,2018-06-18 00:00:00,18:20:00,2018-06-19 00:00:00,00:15:00,Maine
3636,2849,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,112927,2018-06-18 00:00:00,18:20:00,2018-06-19 00:00:00,00:15:00,Massachusetts
3637,2849,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,112927,2018-06-18 00:00:00,18:20:00,2018-06-19 00:00:00,00:15:00,New Hampshire
3638,2849,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,112927,2018-06-18 00:00:00,18:20:00,2018-06-19 00:00:00,00:15:00,Rhode Island
3639,2849,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,112927,2018-06-18 00:00:00,18:20:00,2018-06-19 00:00:00,00:15:00,Vermont
3640,2850,WECC,Washington: Grant County;,Suspicious Activity,0,0,2019-06-18 00:00:00,06:21:00,2019-06-18 00:00:00,06:40:00,Washington
3641,2851,WECC,Colorado: El Paso County;,Actual Physical Attack,0,0,2020-06-18 00:00:00,12:11:00,2020-06-22 00:00:00,08:11:00,Colorado
3642,2852,SERC,Kentucky: Gallatin County;,Actual Physical Attack,0,0,2020-06-18 00:00:00,20:32:00,2020-06-18 00:00:00,20:35:00,Kentucky
3643,2853,SPP RE,Oklahoma:,Vandalism,0,0,2019-06-19 00:00:00,11:00:00,2019-06-19 00:00:00,11:01:00,Oklahoma
3644,2854,SPP RE,Arkansas:,Severe Weather,Unknown,82045,2019-06-19 00:00:00,22:30:00,2019-06-20 00:00:00,19:00:00,Arkansas
3645,2855,WECC,Nevada: Clark County;,Vandalism,0,0,2019-06-19 00:00:00,15:00:00,,,Nevada
3646,2856,WECC,California: Alameda County;,System Operations,93,51806,2021-06-19 00:00:00,18:54:00,2021-06-19 00:00:00,21:01:00,California
3647,2857,FRCC,Florida: Palm Beach County;,Transmission Interruption,73,27000,2018-06-20 00:00:00,22:58:00,2018-06-21 00:00:00,06:05:00,Florida
3648,2858,SERC,Virginia:,Severe Weather,Unknown,60000,2019-06-20 00:00:00,16:11:00,2019-06-21 00:00:00,12:45:00,Virginia
3649,2859,MRO,Minnesota: Hennepin County;,System Operations,0,15604,2022-06-20 00:00:00,12:54:00,2022-06-20 00:00:00,14:23:00,Minnesota
3650,2860,WECC,Oregon: Baker County,Physical Attack,0,0,2017-06-21 00:00:00,00:00:00,2017-06-21 00:00:00,01:00:00,Oregon
3651,2861,NPCC,Maine:,System Operations,0,0,2019-06-21 00:00:00,18:36:00,2019-06-21 00:00:00,19:27:00,Maine
3652,2862,SERC,Kentucky: Tennessee:,Severe Weather,Unknown,50000,2019-06-21 00:00:00,19:15:00,,,Kentucky
3653,2862,SERC,Kentucky: Tennessee:,Severe Weather,Unknown,50000,2019-06-21 00:00:00,19:15:00,,,Tennessee
3654,2863,WECC,California: Kern County;,Vandalism,0,0,2019-06-21 00:00:00,10:00:00,2019-06-21 00:00:00,11:00:00,California
3655,2864,RF,Delaware: New Castle County;,Vandalism,0,0,2020-06-21 00:00:00,01:16:00,2020-06-21 00:00:00,18:45:00,Delaware
3656,2865,SERC,Arkansas: Benton County;,Suspicious Activity,0,0,2021-06-21 00:00:00,15:50:00,2021-06-21 00:00:00,16:50:00,Arkansas
3657,2866,RF,Michigan:,Severe Weather,Unknown,151852,2021-06-21 00:00:00,05:14:00,2021-06-21 00:00:00,19:00:00,Michigan
3658,2867,RFC,"Michigan: Wayne County, Monroe County",Severe Weather,Unknown,118631,2017-06-22 00:00:00,18:00:00,2017-06-25 00:00:00,12:45:00,Michigan
3659,2868,WECC,Washington:,Severe Weather,10000,4200000,2018-06-22 00:00:00,14:38:00,,,Washington
3660,2869,SERC,Alabama: Georgia:,Severe Weather,115,34637,2019-06-22 00:00:00,20:46:00,2019-06-23 00:00:00,00:30:00,Alabama
3661,2869,SERC,Alabama: Georgia:,Severe Weather,115,34637,2019-06-22 00:00:00,20:46:00,2019-06-23 00:00:00,00:30:00,Georgia
3662,2870,RF,"Pennsylvania: Allegheny County, Beaver County;",System Operations,0,0,2020-06-22 00:00:00,11:44:00,2020-06-22 00:00:00,12:42:00,Pennsylvania
3663,2871,SERC/RF,Virginia:,Severe Weather/Distribution Interruption,Unknown,100000,2022-06-22 00:00:00,16:56:00,2022-06-23 00:00:00,02:00:00,Virginia
3664,2872,TRE,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",Severe Weather,Unknown,265000,2019-06-23 00:00:00,22:00:00,2019-06-25 00:00:00,23:00:00,Texas
3665,2873,SPP RE,Arkansas:,Transmission Interruption,47,16199,2019-06-23 00:00:00,05:13:00,2019-06-23 00:00:00,10:58:00,Arkansas
3666,2874,SERC,Missouri: Boone County;,System Operations,0,0,2021-06-23 00:00:00,15:47:00,2021-06-23 00:00:00,16:44:00,Missouri
3667,2875,NPCC,New Jersey: Cape May County;,Suspicious Activity,0,0,2022-06-23 00:00:00,12:41:00,2022-06-23 00:00:00,13:41:00,New Jersey
3668,2876,WECC,California:,Fuel Supply Deficiency,0,0,2022-06-23 00:00:00,10:55:00,,,California
3669,2877,SPP RE,Oklahoma: Oklahoma County;,System Operations,0,0,2019-06-24 00:00:00,09:40:00,2019-06-24 00:00:00,15:17:00,Oklahoma
3670,2878,SPP RE,Arkansas:,Severe Weather,Unknown,56451,2019-06-24 00:00:00,05:30:00,2019-06-24 00:00:00,08:45:00,Arkansas
3671,2879,WECC,California: Plumas County;,Transmission Interruption,36,7621,2021-06-24 00:00:00,03:34:00,2021-06-24 00:00:00,05:07:00,California
3672,2880,SERC,Washington: Kittitas County;,Vandalism,0,0,2021-06-24 00:00:00,07:07:00,2021-06-24 00:00:00,13:48:00,Washington
3673,2881,SERC,Louisiana:,Fuel Supply Deficiency,Unknown,Unknown,2022-06-24 00:00:00,23:09:00,2022-06-25 00:00:00,00:00:00,Louisiana
3674,2882,SERC,Kentucky: Madison County;,Suspicious Activity,Unknown,0,2020-06-25 00:00:00,09:40:00,2020-06-25 00:00:00,11:00:00,Kentucky
3675,2883,MRO,North Dakota: Williams County;,Transmission Interruption,53,0,2019-06-26 00:00:00,13:58:00,2019-06-26 00:00:00,14:03:00,North Dakota
3676,2884,MRO,North Dakota: Mountrail County;,Vandalism,0,0,2020-06-26 00:00:00,16:20:00,2020-06-29 00:00:00,15:00:00,North Dakota
3677,2885,TRE,Texas: Travis County;,System Operations,0,0,2020-06-26 00:00:00,12:47:00,2020-06-26 00:00:00,13:53:00,Texas
3678,2886,WECC,Nevada: Clark County;,Vandalism,0,0,2022-06-26 00:00:00,17:05:00,2022-06-26 00:00:00,22:42:00,Nevada
3679,2887,NPCC,New York: New York County;,Suspicious Activity,0,0,2018-06-27 00:00:00,14:30:00,2018-06-27 00:00:00,14:33:00,New York
3680,2888,SERC,Alabama: Georgia:,Severe Weather,33480,78109,2020-06-27 00:00:00,16:00:00,2020-06-28 00:00:00,02:27:00,Alabama
3681,2888,SERC,Alabama: Georgia:,Severe Weather,33480,78109,2020-06-27 00:00:00,16:00:00,2020-06-28 00:00:00,02:27:00,Georgia
3682,2889,MRO,North Dakota: Morton County;,Vandalism,4,1003,2021-06-27 00:00:00,20:10:00,2021-06-27 00:00:00,21:30:00,North Dakota
3683,2890,NPCC,New York: Jefferson County;,Vandalism,Unknown,982,2021-06-27 00:00:00,02:27:00,2021-06-27 00:00:00,03:30:00,New York
3684,2891,RF/MRO,Michigan: Wayne County;,System Operations,0,0,2022-06-27 00:00:00,17:07:00,2022-06-28 00:00:00,01:42:00,Michigan
3685,2892,TRE,Texas: Victoria County;,Severe Weather,14,2491,2022-06-27 00:00:00,14:26:00,2022-06-28 00:00:00,03:56:00,Texas
3686,2893,TRE,Texas:,System Operations,0,0,2022-06-27 00:00:00,06:21:00,2022-06-27 00:00:00,07:26:00,Texas
3687,2894,SERC,Missouri: Illinois:,Severe Weather,Unknown,112000,2018-06-28 00:00:00,18:36:00,2018-07-01 00:00:00,07:00:00,Illinois
3688,2894,SERC,Missouri: Illinois:,Severe Weather,Unknown,112000,2018-06-28 00:00:00,18:36:00,2018-07-01 00:00:00,07:00:00,Missouri
3689,2895,SERC,Alabama: Georgia:,Severe Weather,160,48109,2018-06-28 00:00:00,14:50:00,2018-06-29 00:00:00,09:00:00,Alabama
3690,2895,SERC,Alabama: Georgia:,Severe Weather,160,48109,2018-06-28 00:00:00,14:50:00,2018-06-29 00:00:00,09:00:00,Georgia
3691,2896,WECC,Idaho: Nez Perce County;,Transmission Interruption,0,0,2019-06-28 00:00:00,14:25:00,,,Idaho
3692,2897,WECC,"Washington: Spokane County, Stevens County, Lincoln County, Adams County, Whitman County; Idaho: Kootenai County, Bonner County, Shoshone County, Boundary County, Benewah County, Latah County, Nez Perce County;",Severe Weather,44,Unknown,2021-06-28 00:00:00,13:20:00,,,Idaho
3693,2897,WECC,"Washington: Spokane County, Stevens County, Lincoln County, Adams County, Whitman County; Idaho: Kootenai County, Bonner County, Shoshone County, Boundary County, Benewah County, Latah County, Nez Perce County;",Severe Weather,44,Unknown,2021-06-28 00:00:00,13:20:00,,,Washington
3694,2898,SERC,North Carolina:,Transmission Interruption,0,0,2021-06-28 00:00:00,11:22:00,,,North Carolina
3695,2899,TRE,Texas: Travis County;,System Operations,0,0,2022-06-28 00:00:00,09:27:00,2022-06-28 00:00:00,10:42:00,Texas
3696,2900,SERC,Kentucky: Clark County;,Suspicious Activity,0,0,2022-06-28 00:00:00,09:39:00,2022-06-28 00:00:00,09:40:00,Kentucky
