STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT16,WT17,WT18,WT19,WT22
USW00094728,"NY CITY CENTRAL PARK, NY US",9/4/2021,0,0,79,61,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/5/2021,0.02,0,74,67,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/6/2021,0,0,81,69,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/7/2021,0,0,79,65,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/8/2021,0,0,82,70,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/9/2021,0.26,0,76,68,1,,1,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/10/2021,0,0,74,63,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/11/2021,0,0,76,60,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/12/2021,0,0,81,66,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/13/2021,0.12,0,83,67,1,,1,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/14/2021,0,0,80,67,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/15/2021,0,0,85,71,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/16/2021,0,0,76,71,,,1,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/17/2021,0,0,75,69,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/18/2021,0,0,84,69,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/19/2021,0,0,76,64,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/20/2021,0,0,75,63,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/21/2021,0.09,0,76,63,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/22/2021,0.01,0,79,72,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/23/2021,1.37,0,79,64,1,,1,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/24/2021,0.66,0,72,57,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/25/2021,0,0,75,57,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/26/2021,0,0,71,61,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/27/2021,0,0,78,62,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/28/2021,0.27,0,71,61,1,,1,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/29/2021,0,0,68,54,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/30/2021,0,0,65,55,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/1/2021,0,0,67,51,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/2/2021,0,0,74,57,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/3/2021,0,0,77,61,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/4/2021,0.15,0,73,62,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/5/2021,0,0,65,60,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/6/2021,0,0,69,61,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/7/2021,0,0,73,62,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/8/2021,0,0,76,61,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/9/2021,0,0,67,60,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/10/2021,0.11,0,66,61,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/11/2021,0,0,71,61,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/12/2021,0,0,69,61,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/13/2021,0,0,69,61,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/14/2021,0,0,76,62,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/15/2021,0,0,79,63,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/16/2021,0.25,0,76,56,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/17/2021,0,0,61,51,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/18/2021,0,0,58,49,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/19/2021,0,0,66,47,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/20/2021,0,0,75,56,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/21/2021,0,0,73,59,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/22/2021,0,0,69,57,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/23/2021,0.01,0,59,48,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/24/2021,0.03,0,59,47,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/25/2021,0.23,0,73,55,1,,1,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/26/2021,3.3,0,63,54,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/27/2021,0.16,0,61,53,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/28/2021,0,0,57,49,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/29/2021,0.41,0,56,47,1,,1,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/30/2021,0.57,0,64,53,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/31/2021,0.04,0,63,55,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/1/2021,0,0,58,50,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/2/2021,0,0,53,44,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/3/2021,0,0,51,41,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/4/2021,0,0,50,39,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/5/2021,0,0,51,39,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/6/2021,0,0,52,40,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/7/2021,0,0,53,40,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/8/2021,0,0,63,44,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/9/2021,0,0,68,50,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/10/2021,0,0,64,49,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/11/2021,0.01,0,61,45,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/12/2021,0.48,0,65,51,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/13/2021,0.33,0,62,40,1,1,1,,1,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/14/2021,0.02,0,48,38,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/15/2021,0,0,47,39,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/16/2021,0,0,49,36,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/17/2021,0,0,57,38,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/18/2021,0.09,0,69,46,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/19/2021,0.01,0,48,39,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/20/2021,0,0,47,35,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/21/2021,0.01,0,56,44,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/22/2021,0.04,0,55,35,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/23/2021,0,0,42,32,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/24/2021,0,0,45,30,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/25/2021,0.01,0,56,39,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/26/2021,0.12,0,47,37,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/27/2021,0,0,39,34,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/28/2021,0,0,41,33,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/29/2021,0,0,45,33,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/30/2021,0,0,41,31,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/1/2021,0,0,49,40,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/2/2021,0.04,0,58,45,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/3/2021,0,0,48,37,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/4/2021,0,0,48,36,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/5/2021,0,0,49,39,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/6/2021,0.42,0,61,43,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/7/2021,0,0,43,36,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/8/2021,0.04,0,42,34,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/9/2021,0,0,39,31,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/10/2021,0,0,50,38,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/11/2021,0.17,0,66,45,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/12/2021,0,0,56,42,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/13/2021,0,0,53,40,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/14/2021,0,0,53,44,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/15/2021,0,0,57,40,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/16/2021,0,0,62,54,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/17/2021,0,0,60,48,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/18/2021,0.06,0,48,39,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/19/2021,0.02,0,45,28,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/20/2021,0,0,37,25,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/21/2021,0,0,43,31,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/22/2021,0.12,0,47,33,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/23/2021,0,0,36,31,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/24/2021,0.03,0.2,40,30,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/25/2021,0.16,0,52,36,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/26/2021,0,0,51,39,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/27/2021,0.09,0,39,34,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/28/2021,0.05,0,47,36,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/29/2021,0.14,0,44,41,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/30/2021,0.05,0,49,43,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/31/2021,0,0,55,48,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/1/2022,0.79,0,56,50,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/2/2022,0.04,0,59,37,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/3/2022,0,0,37,22,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/4/2022,0,0,34,19,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/5/2022,0.23,0,47,31,1,,,,,1,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/6/2022,0,0,41,34,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/7/2022,0.38,5.8,34,25,1,1,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/8/2022,0,0,30,20,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/9/2022,0.1,0,40,29,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/10/2022,0,0,40,24,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/11/2022,0,0,24,15,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/12/2022,0,0,40,20,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/13/2022,0,0,48,34,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/14/2022,0,0,43,21,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/15/2022,0,0,21,10,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/16/2022,0.37,0.8,37,10,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/17/2022,1.16,0,44,34,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/18/2022,0,0,36,29,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/19/2022,0,0,49,28,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/20/2022,0.3,0,46,22,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/21/2022,0,0,22,14,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/22/2022,0,0,29,13,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/23/2022,0.02,0.2,37,24,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/24/2022,0,0,36,26,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/25/2022,0,0,42,28,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/26/2022,0,0,28,20,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/27/2022,0,0,32,17,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/28/2022,0.13,1.2,32,29,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/29/2022,0.77,7.3,29,12,1,1,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/30/2022,0,0,26,12,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/31/2022,0,0,31,21,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/1/2022,0,0,36,23,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/2/2022,0,0,47,32,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/3/2022,0.42,0,52,42,1,1,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/4/2022,0.72,0,57,26,1,,,,,1,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/5/2022,0,0,27,19,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/6/2022,0,0,30,17,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/7/2022,0.15,0,37,30,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/8/2022,0.07,0,45,32,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/9/2022,0,0,46,29,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/10/2022,0,0,54,37,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/11/2022,0,0,57,38,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/12/2022,0,0,59,42,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/13/2022,0.23,1.6,42,25,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/14/2022,0,0,25,16,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/15/2022,0,0,30,16,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/16/2022,0,0,49,28,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/17/2022,0.31,0,68,49,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/18/2022,0.33,0,63,27,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/19/2022,0,0,40,23,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/20/2022,0,0,36,21,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/21/2022,0,0,55,32,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/22/2022,0.26,0,61,37,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/23/2022,0,0,68,35,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/24/2022,0,0,35,29,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/25/2022,0.74,0.4,41,26,1,,,,,1,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/26/2022,0,0,37,24,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/27/2022,0,0,48,28,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/28/2022,0,0,36,26,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/1/2022,0,0,48,31,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/2/2022,0,0,52,40,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/3/2022,0.03,0,48,24,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/4/2022,0,0,37,21,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/5/2022,0,0,46,32,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/6/2022,0.06,0,68,43,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/7/2022,0.03,0,74,50,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/8/2022,0,0,50,39,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/9/2022,0.56,0.4,41,33,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/10/2022,0,0,51,33,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/11/2022,0,0,55,40,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/12/2022,0.5,0,48,24,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/13/2022,0,0,35,22,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/14/2022,0,0,56,33,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/15/2022,0,0,68,46,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/16/2022,0,0,67,48,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/17/2022,0.08,0,53,45,1,1,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/18/2022,0,0,74,50,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/19/2022,0.05,0,70,49,1,,1,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/20/2022,0,0,61,46,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/21/2022,0,0,62,44,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/22/2022,0,0,58,43,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/23/2022,0.06,0,49,38,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/24/2022,0.93,0,47,38,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/25/2022,0.02,0,60,44,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/26/2022,0,0,53,42,,,1,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/27/2022,0,0,46,28,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/28/2022,0,0,33,23,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/29/2022,0,0,38,24,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/30/2022,0,0,47,29,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/31/2022,0.07,0,66,45,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/1/2022,0.28,0,61,43,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/2/2022,0,0,54,38,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/3/2022,0.12,0,48,40,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/4/2022,0,0,54,39,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/5/2022,0.04,0,57,45,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/6/2022,0.45,0,53,44,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/7/2022,1.12,0,54,45,1,,1,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/8/2022,0.03,0,65,49,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/9/2022,0.05,0,55,47,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/10/2022,0,0,50,42,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/11/2022,0,0,61,40,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/12/2022,0.07,0,72,50,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/13/2022,0,0,71,55,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/14/2022,0.06,0,79,57,,,1,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/15/2022,0,0,70,52,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/16/2022,0.2,0,73,44,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/17/2022,0,0,51,41,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/18/2022,0.85,0,54,39,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/19/2022,1.24,0,50,39,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/20/2022,0,0,60,42,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/21/2022,0,0,59,44,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/22/2022,0,0,70,53,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/23/2022,0,0,65,51,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/24/2022,0,0,63,48,,,,,,,,,,,,,,,,,
