STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT16,WT17,WT18,WT19,WT22
USW00094728,"NY CITY CENTRAL PARK, NY US",5/11/2017,0,0,62,51,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/12/2017,0,0,65,48,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/13/2017,1.61,0,53,45,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/14/2017,0.02,0,67,46,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/15/2017,0,0,68,53,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/16/2017,0,0,79,56,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/17/2017,0,0,90,65,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/18/2017,0,0,92,75,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/19/2017,0,0,91,66,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/20/2017,0.01,0,65,55,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/21/2017,0,0,69,52,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/22/2017,0.59,0,61,53,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/23/2017,0,0,69,56,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/24/2017,0.04,0,69,56,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/25/2017,0.58,0,59,56,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/26/2017,0.1,0,73,56,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/27/2017,0,0,71,59,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/28/2017,0,0,71,58,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/29/2017,0.13,0,61,56,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/30/2017,0.06,0,60,55,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/31/2017,0.03,0,75,58,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/1/2017,0,0,79,59,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/2/2017,0.01,0,76,57,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/3/2017,0.01,0,73,55,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/4/2017,0.09,0,70,56,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/5/2017,0.02,0,67,58,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/6/2017,0.06,0,58,52,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/7/2017,0,0,67,51,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/8/2017,0,0,69,55,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/9/2017,0,0,80,53,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/10/2017,0,0,85,66,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/11/2017,0,0,90,72,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/12/2017,0,0,93,76,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/13/2017,0,0,94,77,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/14/2017,0.29,0,84,69,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/15/2017,0,0,76,64,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/16/2017,0,0,68,63,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/17/2017,1.39,0,74,66,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/18/2017,0,0,85,70,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/19/2017,1.35,0,88,70,1,1,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/20/2017,0.03,0,83,71,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/21/2017,0,0,83,71,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/22/2017,0,0,83,68,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/23/2017,0.04,0,83,76,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/24/2017,1.29,0,84,71,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/25/2017,0,0,83,68,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/26/2017,0,0,79,64,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/27/2017,0.18,0,77,60,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/28/2017,0,0,78,61,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/29/2017,0,0,82,68,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/30/2017,0,0,88,73,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/1/2017,0.23,0,85,71,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/2/2017,0,0,87,72,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/3/2017,0.45,0,88,71,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/4/2017,0,0,85,70,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/5/2017,0,0,85,70,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/6/2017,0,0,77,71,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/7/2017,1.78,0,80,68,1,1,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/8/2017,0,0,84,69,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/9/2017,0,0,81,67,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/10/2017,0,0,84,68,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/11/2017,0,0,85,75,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/12/2017,0,0,88,77,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/13/2017,0,0,90,73,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/14/2017,0.35,0,73,65,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/15/2017,0,0,84,68,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/16/2017,0,0,87,68,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/17/2017,0,0,85,73,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/18/2017,0,0,88,73,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/19/2017,0,0,92,77,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/20/2017,0.01,0,94,77,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/21/2017,0,0,92,76,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/22/2017,0.57,0,92,71,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/23/2017,0.06,0,79,71,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/24/2017,0.74,0,73,63,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/25/2017,0,0,71,62,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/26/2017,0,0,77,65,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/27/2017,0,0,78,65,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/28/2017,0,0,85,71,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/29/2017,0,0,77,67,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/30/2017,0,0,82,64,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/31/2017,0,0,88,66,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/1/2017,0,0,92,71,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/2/2017,0.09,0,86,69,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/3/2017,0,0,87,68,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/4/2017,0.15,0,84,69,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/5/2017,0.3,0,78,69,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/6/2017,0,0,76,64,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/7/2017,0.76,0,71,64,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/8/2017,0,0,78,65,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/9/2017,0,0,85,64,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/10/2017,0,0,83,68,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/11/2017,0,0,82,69,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/12/2017,0.11,0,77,64,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/13/2017,0,0,83,71,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/14/2017,0,0,80,70,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/15/2017,0.45,0,74,68,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/16/2017,0,0,87,70,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/17/2017,0,0,83,69,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/18/2017,0.88,0,82,73,1,1,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/19/2017,0,0,86,73,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/20/2017,0,0,81,69,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/21/2017,0,0,87,71,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/22/2017,0.3,0,89,72,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/23/2017,0,0,81,70,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/24/2017,0,0,80,65,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/25/2017,0,0,78,63,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/26/2017,0,0,78,62,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/27/2017,0,0,78,63,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/28/2017,0,0,76,63,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/29/2017,0.29,0,68,61,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/30/2017,0.01,0,78,60,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/31/2017,0,0,81,64,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/1/2017,0,0,71,55,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/2/2017,0.53,0,68,54,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/3/2017,0.74,0,69,59,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/4/2017,0,0,80,61,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/5/2017,0,0,85,69,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/6/2017,0.42,0,72,61,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/7/2017,0.01,0,71,59,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/8/2017,0,0,71,58,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/9/2017,0,0,70,55,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/10/2017,0,0,72,57,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/11/2017,0,0,76,55,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/12/2017,0,0,78,59,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/13/2017,0.06,0,83,64,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/14/2017,0.02,0,81,70,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/15/2017,0,0,81,67,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/16/2017,0,0,82,70,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/17/2017,0,0,81,68,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/18/2017,0,0,73,68,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/19/2017,0.22,0,78,69,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/20/2017,0,0,79,71,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/21/2017,0,0,80,71,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/22/2017,0,0,82,66,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/23/2017,0,0,87,68,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/24/2017,0,0,91,69,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/25/2017,0,0,88,70,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/26/2017,0,0,84,68,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/27/2017,0,0,87,69,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/28/2017,0,0,79,59,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/29/2017,0,0,68,55,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/30/2017,0,0,66,54,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/1/2017,0,0,68,50,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/2/2017,0,0,73,52,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/3/2017,0,0,71,57,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/4/2017,0,0,75,56,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/5/2017,0,0,83,65,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/6/2017,0,0,82,68,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/7/2017,0,0,81,66,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/8/2017,0.22,0,77,72,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/9/2017,0.26,0,77,71,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/10/2017,0,0,81,66,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/11/2017,0.06,0,77,60,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/12/2017,0.07,0,64,55,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/13/2017,0,0,67,52,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/14/2017,0.08,0,72,61,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/15/2017,0,0,74,65,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/16/2017,0.01,0,69,46,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/17/2017,0,0,58,42,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/18/2017,0,0,72,50,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/19/2017,0,0,71,56,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/20/2017,0,0,73,57,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/21/2017,0,0,78,56,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/22/2017,0,0,76,57,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/23/2017,0,0,74,61,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/24/2017,0.2,0,74,67,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/25/2017,0,0,67,57,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/26/2017,0,0,58,50,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/27/2017,0,0,62,47,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/28/2017,0,0,69,55,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/29/2017,3.03,0,67,60,1,1,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/30/2017,0.25,0,61,46,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/31/2017,0,0,57,45,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/1/2017,0,0,59,43,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/2/2017,0,0,72,58,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/3/2017,0,0,74,51,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/4/2017,0,0,56,46,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/5/2017,0.02,0,61,51,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/6/2017,0.01,0,66,46,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/7/2017,0.7,0,49,40,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/8/2017,0,0,49,39,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/9/2017,0,0,55,39,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/10/2017,0.01,0,51,25,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/11/2017,0,0,38,24,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/12/2017,0,0,46,32,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/13/2017,0.07,0,47,39,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/14/2017,0,0,48,35,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/15/2017,0,0,51,37,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/16/2017,0.2,0,57,43,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/17/2017,0,0,47,37,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/18/2017,0.1,0,56,34,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/19/2017,0.23,0,59,38,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/20/2017,0,0,47,36,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/21/2017,0,0,58,42,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/22/2017,0.21,0,56,35,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/23/2017,0,0,43,31,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/24/2017,0,0,50,35,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/25/2017,0,0,57,43,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/26/2017,0,0,51,40,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/27/2017,0,0,51,39,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/28/2017,0,0,54,36,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/29/2017,0,0,63,42,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/30/2017,0.03,0,53,38,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/1/2017,0,0,52,42,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/2/2017,0,0,48,39,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/3/2017,0,0,48,42,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/4/2017,0,0,51,40,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/5/2017,0.75,0,61,50,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/6/2017,0,0,59,40,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/7/2017,0,0,44,37,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/8/2017,0,0,39,34,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/9/2017,0.46,4.6,35,30,1,1,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/10/2017,0,0,39,29,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/11/2017,0,0,41,33,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/12/2017,0,0,50,29,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/13/2017,0,0,31,20,,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/14/2017,0.09,1.2,32,22,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/15/2017,0.11,1.2,28,20,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/16/2017,0,0,39,23,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/17/2017,0,0,38,32,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/18/2017,0.02,0,47,34,1,,,,,,,1,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/19/2017,0,0,55,45,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/20/2017,0,0,51,34,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/21/2017,0,0,39,32,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/22/2017,0,0,50,35,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/23/2017,0.49,0,48,38,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/24/2017,0.01,0,41,36,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/25/2017,0.23,0,38,28,1,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/26/2017,0,0,28,23,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/27/2017,0,0,24,17,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/28/2017,0,0,18,11,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/29/2017,0,0,22,11,,,,,,,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/30/2017,0.05,0.7,23,17,1,,,,,,,1,,,,,,,,,
