"state_abb","STATION","NAME","DATE","PRCP","SNOW","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT16","WT17","WT18","WT19","WT22","State","Demand Loss (MW)","Date of Restoration","Event Type","Region"
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-12,0.12,0,57,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-13,0,0,44,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-14,0,0,41,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-15,0,0,42,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-16,0,0,40,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-17,0,0,40,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-18,0.32,0,44,32,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-19,0,0,50,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-20,0,0,33,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-21,0,0,42,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-22,0.07,0,44,31,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-23,0,0,34,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-24,0,0,37,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-25,0,0,42,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-26,0,0,50,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-27,0.04,0,61,43,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-02-28,0,0,54,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-01,0.15,1.8,36,28,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,NA,1,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-02,0.49,6.5,28,16,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-03,0,0,26,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-04,0,0,34,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-05,0,0,43,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-06,0.01,0,55,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-07,0,0,70,51,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-08,0,0,64,49,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-09,0.1,0,49,38,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-10,0.01,0,47,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-11,0,0,58,41,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-12,0,0,44,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-13,0,0,40,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-14,0,0,51,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-15,0,0,51,42,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-16,0,0,47,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-17,0,0,55,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-18,0,0,64,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-19,0.13,0,53,42,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-20,0.04,0,46,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-21,0,0,49,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-22,0,0,54,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-23,0,0,44,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-24,0,0,50,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-25,0,0,52,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-26,0.4,0,45,42,1,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,NA,1,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-27,0,0,63,44,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-28,0.05,0,58,44,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-29,0.37,0,52,42,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-30,0,0,53,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-03-31,0,0,60,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-01,0.36,0,49,43,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-02,0.01,0,64,44,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-03,0.91,0,61,48,1,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-04,0,0,54,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-05,0,0,65,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-06,0.56,0,55,45,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-07,0,0,49,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-08,0,0,48,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-09,0,0,63,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-10,0,0,59,45,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-11,0.56,0,50,41,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-12,0,0,49,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-13,0,0,57,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-14,0.17,0,52,42,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-15,0.2,0,57,42,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-16,0,0,64,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-17,0,0,71,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-18,0,0,79,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-19,0,0,63,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-20,1.79,0,50,42,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-21,0.09,0,59,48,1,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-22,0.04,0,56,47,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-23,0,0,57,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-24,0,0,72,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-25,0,0,88,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-26,0,0,92,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-27,0,0,84,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-28,0,0,90,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-29,0,0,69,49,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-04-30,0,0,61,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-01,0.42,0,71,53,1,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-02,0.11,0,68,54,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-03,0.41,0,60,52,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-04,0.35,0,57,51,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-05,0.31,0,54,51,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-06,1.15,0,65,49,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-07,1.06,0,70,51,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-08,0,0,74,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-09,0.62,0,76,58,1,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-10,0,0,70,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-11,0,0,66,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-12,0,0,69,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-13,0,0,67,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-14,0.05,0,67,56,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-15,0,0,76,60,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-16,0.16,0,71,58,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-17,0.04,0,66,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-18,0,0,58,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-19,0,0,69,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-20,0,0,82,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-21,0,0,86,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-22,0,0,84,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-23,0,0,73,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-24,0,0,83,60,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-25,0,0,81,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-26,0,0,66,53,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-27,0,0,65,53,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-28,0.06,0,61,56,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-29,0.43,0,74,55,1,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-30,0,0,77,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-05-31,0,0,81,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-01,0,0,71,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-02,0.06,0,80,61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-03,0.5,0,72,54,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-04,0.54,0,68,55,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-05,0.94,0,60,55,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-06,0,0,76,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-07,0,0,82,63,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-08,0.02,0,75,62,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-09,1.83,0,71,60,1,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-10,0,0,67,59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-11,0.16,0,64,59,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-12,0.61,0,80,62,1,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-13,0.13,0,73,61,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-14,0.02,0,73,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-15,0.5,0,72,57,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-16,0,0,70,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA
"NY","USW00094728","NY CITY CENTRAL PARK, NY US",2009-06-17,0,0,68,55,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"New York",NA,NA,NA,NA
