"state_abb","STATION","NAME","DATE","PRCP","SNOW","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT16","WT17","WT18","WT19","WT22","State","Demand Loss (MW)","Date of Restoration","Event Type","Region"
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-02-17,0,0,68,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-02-18,0,0,59,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-02-19,0,0,61,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-02-20,0,0,58,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-02-21,0,0,68,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-02-22,0,0,74,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-02-23,0,0,71,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-02-24,0,0,74,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-02-25,0,0,62,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-02-26,0,0,59,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-02-27,0,0,59,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-02-28,0.01,0,57,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",1,2012-02-28,"Electrical System Separation (Islanding)","West"
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-02-29,0.43,0,53,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-01,0.07,0,53,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-02,0,0,64,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-03,0,0,71,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-04,0,0,75,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-05,0,0,76,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-06,0,0,59,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-07,0,0,66,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-08,0,0,69,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-09,0,0,75,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-10,0,0,69,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-11,0,0,62,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-12,0,0,64,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-13,0.18,0,57,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-14,0.96,0,59,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-15,0.04,0,62,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-16,0.97,0,58,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-17,0.14,0,52,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-18,0.15,0,55,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-19,0,0,55,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-20,0,0,66,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-21,0,0,71,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-22,0,0,63,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-23,0,0,64,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-24,0,0,55,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-25,0.44,0,61,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-26,0,0,61,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-27,0.96,0,59,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-28,0.06,0,68,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-29,0.03,0,65,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-30,0.02,0,68,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-03-31,0.43,0,63,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-01,0.01,0,64,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-02,0,0,69,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-03,0.05,0,68,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-04,0,0,65,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",0,2012-04-06,"Suspected Physical Attack","West"
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-05,0,0,62,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-06,0,0,64,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-07,0,0,71,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-08,0,0,75,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-09,0,0,75,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-10,0,0,61,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-11,0.54,0,62,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-12,0.86,0,61,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-13,0.51,0,59,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-14,0,0,66,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-15,0,0,74,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-16,0,0,74,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-17,0,0,74,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",0,2012-04-17,"Suspected Physical Attack","West"
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-18,0,0,76,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-19,0,0,83,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-20,0,0,89,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-21,0,0,92,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-22,0,0,93,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-23,0,0,74,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-24,0,0,77,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-25,0.65,0,69,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-26,0.03,0,68,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-27,0,0,74,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-28,0,0,83,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-29,0,0,85,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-04-30,0,0,85,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-01,0,0,76,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-02,0,0,73,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-03,0,0,65,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-04,0,0,73,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-05,0,0,78,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-06,0,0,86,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-07,0,0,91,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-08,0,0,94,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-09,0,0,91,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-10,0,0,86,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-11,0,0,92,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-12,0,0,94,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-13,0,0,78,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-14,0,0,75,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-15,0,0,84,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-16,0,0,86,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-17,0,0,79,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-18,0,0,86,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-19,0,0,90,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-20,0,0,94,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-21,0,0,83,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-22,0,0,86,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-23,0,0,82,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-24,0,0,81,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-25,0,0,70,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-26,0,0,77,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-27,0,0,79,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-28,0,0,76,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-29,0,0,84,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-30,0,0,93,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-05-31,0,0,96,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-01,0,0,100,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-02,0,0,91,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",0,2012-06-02,"Vandalism","West"
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-03,0,0,91,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-04,0.01,0,69,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-05,0,0,73,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-06,0,0,81,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-07,0,0,86,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-08,0,0,85,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-09,0,0,81,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-10,0,0,91,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-11,0,0,97,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-12,0,0,98,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-13,0,0,96,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-14,0,0,97,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-15,0,0,98,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-16,0,0,103,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-17,0,0,100,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-18,0,0,86,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-19,0,0,92,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",0,2012-06-21,"Fuel Supply Deficiency (Water)","West"
"CA","USW00023271","SACRAMENTO 5 ESE, CA US",2012-06-20,0,0,98,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA
